company,product_name,rating,category,country,county,cat_code,alpha_3,country_code,region,sub_region,region_code,sub_region_code
Industrias Lacteas Cerron S.L.,Queso madurado de cabra ecológico,SUPER GOLD,Hard goats’ milk cheese plain,Spain,,5004,ESP,724,Europe,Southern Europe,150,39
Formatgeria Cal Music,GRAN MUSIC CABRA,SUPER GOLD,Hard goats’ milk cheese plain,Spain,,5004,ESP,724,Europe,Southern Europe,150,39
Emmi Group,Le Petit Chevrier Surchoix,GOLD,Hard goats’ milk cheese plain,Switzerland,,5004,CHE,756,Europe,Western Europe,150,155
White Lake Cheese Ltd.,Rachael Reserva,GOLD,Hard goats’ milk cheese plain,United Kingdom,Somerset,5004,GBR,826,Europe,Northern Europe,150,154
Savencia Fromage & Dairy,Bûche cendrée Saint-Loup,BRONZE,Goats’ milk cheese with additives,France,,5005,FRA,250,Europe,Western Europe,150,155
Savencia Fromage & Dairy,Cabrissac,SILVER,Goats’ milk cheese with additives,France,,5005,FRA,250,Europe,Western Europe,150,155
JOUSSEAUME EARL,CHARDIN AU POIVRE JOUSSEAUME,SILVER,Goats’ milk cheese with additives,France,,5005,FRA,250,Europe,Western Europe,150,155
Traditional Cheese Co Ltd,Simply Better Kileen with Fenugreek,SILVER,Goats’ milk cheese with additives,Ireland,,5005,IRL,372,Europe,Northern Europe,150,154
Caseificio Cugusi Silvana S.R.L.,Pecorino al Tartufo,BRONZE,Goats’ milk cheese with additives,Italy,,5005,ITA,380,Europe,Southern Europe,150,39
Caseificio Cugusi Silvana S.R.L.,Pecorino Foglie di Noce,SILVER,Goats’ milk cheese with additives,Italy,,5005,ITA,380,Europe,Southern Europe,150,39
Amalthea B.V.,Amalthea with black pepper topping,BRONZE,Goats’ milk cheese with additives,Netherlands,,5005,NLD,528,Europe,Western Europe,150,155
Kaashandel Remijn,Miss Mary Goat Fenugreek 50+  View  Stockists,BRONZE,Goats’ milk cheese with additives,Netherlands,,5005,NLD,528,Europe,Western Europe,150,155
Treur Kaa,Daniel's Selection Organic Goat Cheese Truffle,SILVER,Goats’ milk cheese with additives,Netherlands,,5005,NLD,528,Europe,Western Europe,150,155
MAAZ Cheese B.V.,Hommage Truffle,SILVER,Goats’ milk cheese with additives,Netherlands,,5005,NLD,528,Europe,Western Europe,150,155
Van der Heiden Kaas BV,Chèvrano Truffle,SILVER,Goats’ milk cheese with additives,Netherlands,,5005,NLD,528,Europe,Western Europe,150,155
Van der Heiden Kaas BV,Eminence Grise - Tomme Chèvre Grise au Bleu,SUPER GOLD,Goats’ milk cheese with additives,Netherlands,,5005,NLD,528,Europe,Western Europe,150,155
Myrdal Gard,Myrdal kvit geitost med Ramsløk,BRONZE,Goats’ milk cheese with additives,Norway,,5005,NOR,578,Europe,Northern Europe,150,154
Prados De Melgaço,Queijo de cabra Vinho alvarinho & pimentão,SILVER,Goats’ milk cheese with additives,Portugal,,5005,PRT,620,Europe,Southern Europe,150,39
"Quesos ""Silva Cordero""","QUESOS ""SILVA CORDERO"" (Queso de Colores)",BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos El Bosqueño SL,QUESO EL BOSQUEÑO DE CABRA CURADO EN ACEITE DE OLIVA Y LICOR DE MADROÑO.,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Francisco Morán e Hijos S.L.,Francisco Curado al Pimentón,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos El Bosqueño SL,QUESO EL BOSQUEÑO DE CABRA CURADO EN MANTECA IBERICA,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
QUESOS SANTA MARIA DEL CERRO,"Queso curado con leche cruda 100% cabra, en AOVE",BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos La Rueda,Granizo,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
QUESOS EL PASTOR-HIJOS DE SALVADOR SA,DELIGHTS OF SEMIHARD GOAT CHEESE WITH ROSEMARY,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Lacteas Cobreros S.A.,Rulo de cabra con semillas 100g OH MY CHEESE,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
GRUPO GANADEROS DE FUERTEVENTURA S.L,MAXORATA SEMICURADO AL PIMENTÓN MAJORERO DOP  View  Stockists,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
QUESOS EL PASTOR-HIJOS DE SALVADOR SA,GOAT LOG WITH PINEAPPLE,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Queso Payoyo S.L.,PAYOYO CABRA CURADO EN PIMENTON,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos El Bosqueño SL,QUESO EL BOSQUEÑO DE CABRA CURADO AL VINO OLOROSO,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
"Finca Buenavista Ribera, CB",SOLOCABRA MADURADO AL VINO,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Valdecabra,SEMICURADO VALDECABRAS SIN LACTOSA,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Lacteas Cobreros S.A.,Perlas de cabra rellenas de Limon 90g OH MY CHEESE,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos El Bosqueño SL,QUESO EL BOSQUEÑO DE CABRA CURADO EN SALSA DE MOSTAZA.,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
LA PASTORA DE GRAZALEMA S.C.A.,QUESO DE CABRA PAYOYA CURADO EN MANTECA IBERICA,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Lacteas Cobreros S.A.,Perlas de cabra rellenas de cerezas 90g OH MY CHEESE,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
"Quesería Artesanal ""Las RRR""",Queso de cabra al Pimentón Dulce Ahumado,BRONZE,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos Artesanos Pajar,Pajarete Patrufo,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
"Touza Vella Queixería, S.L.",Touza Vella - Malteado,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos El Bosqueño SL,QUESO EL BOSQUEÑO DE CABRA CURADO EN ACEITE DE OLIVA,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Lacteas Cobreros S.A.,Rulo de cabra con flores 100g OH MY CHEESE,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Lactalis Forlasa S.L.U.,QUESO DE CABRA TIERNO,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos de Catí Coop. V.,ROSEMARY GOAT CHEESE,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos El Bosqueño SL,QUESO EL BOSQUEÑO DE CABRA CURADO EN MANTECA IBÉRICA Y ESPECIAS AROMÁTICAS,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
"Quesos de Almazora, S.L.",QUESO SEMICURADO DE CABRA AL PIMENTÓN,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos El Bosqueño SL,QUESO EL BOSQUEÑO DE CABRA CURADO EN ACEITE DE OLIVA Y PIMENTÓN PICANTE.,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Lacteas Cobreros S.A.,Rulo de cabra con cenizas 850g Cobreros,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
GRUPO GANADEROS DE FUERTEVENTURA S.L,EL TOFIO SEMICURADO AL PIMENTÓN,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
QUESOS EL PASTOR-HIJOS DE SALVADOR SA,GOAT LOG WITH PAPAYA,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Queseria Cortijo el Aserradero,Queso de Cabra Viejo con aceite de oliva virgen extra de Cortijo el Aserradero,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Quesos El Bosqueño SL,QUESO EL BOSQUEÑO DE CABRA CURADO EN ACEITE DE OLIVA Y LICOR DE ARRAYÁN.,SILVER,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
"Quesería Artesanal ""Las RRR""",Queso de cabra leche cruda Gran Reserva,GOLD,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
LA PASTORA DE GRAZALEMA S.C.A.,QUESO DE CABRA CURADO EN ACEITE Y SALVADO DE TRIGO  View  Stockists,GOLD,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
"HACIENDA ZORITA FARMA FOOD, S.L",HACIENCIA ZORITA CABRA TOMILLO,GOLD,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Valdecabra,SEMICURADO VALDECABRAS CON PIMENTÓN,GOLD,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
QUESOS ANDAZUL SL,Petenero,GOLD,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Lacteas Cobreros S.A.,Rulo de cabra con miel 100g OH MY CHEESE,SUPER GOLD,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Queseria Montesdeoca S.L.,Queso Cabra Curado Orégano  View  Stockists,SUPER GOLD,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
Agrupación de Ganaderos de los Montes de Málaga,Queso Curado Emborrizado Montes de Málaga,SUPER GOLD,Goats’ milk cheese with additives,Spain,,5005,ESP,724,Europe,Southern Europe,150,39
White Lake Cheese Ltd.,Eve,GOLD,Goats’ milk cheese with additives,United Kingdom,Somerset,5005,GBR,826,Europe,Northern Europe,150,154
Groupe Le Meunier,Bleu de Chevre,SILVER,Goats’ milk cheese blue,France,,5006,FRA,250,Europe,Western Europe,150,155
Boyne Valley Ch,Boyne Valley Blue,SILVER,Goats’ milk cheese blue,Ireland,,5006,IRL,372,Europe,Northern Europe,150,154
Il Carro S.R.L. - CheeseItaly,Blu di Capra,BRONZE,Goats’ milk cheese blue,Italy,,5006,ITA,380,Europe,Southern Europe,150,39
IGOR SRL,BLU di CAPRA IGOR,BRONZE,Goats’ milk cheese blue,Italy,,5006,ITA,380,Europe,Southern Europe,150,39
EMILIO MAURI SPA,Fortecapra Dolce Goat blue cheese  View  Stockists,SUPER GOLD,Goats’ milk cheese blue,Italy,,5006,ITA,380,Europe,Southern Europe,150,39
"Tano Litera, S.L.",OJOS AZULES,BRONZE,Goats’ milk cheese blue,Spain,,5006,ESP,724,Europe,Southern Europe,150,39
AGOUR,Urdina Brebis,SILVER,Goats’ milk cheese blue,Spain,,5006,ESP,724,Europe,Southern Europe,150,39
Francisco Morán e Hijos S.L.,Francisco Azul,SILVER,Goats’ milk cheese blue,Spain,,5006,ESP,724,Europe,Southern Europe,150,39
Quesos Santiago Madera,"QUESO AZULITO ""SANTIAGO MADERA"" CREMOSO Y SABROSO",SILVER,Goats’ milk cheese blue,Spain,,5006,ESP,724,Europe,Southern Europe,150,39
QUESOS ANDAZUL SL,Andazul,GOLD,Goats’ milk cheese blue,Spain,,5006,ESP,724,Europe,Southern Europe,150,39
The Cornish Cheese Co. Limited,Cornish Nanny,BRONZE,Goats’ milk cheese blue,United Kingdom,Cornwall,5006,GBR,826,Europe,Northern Europe,150,154
Butlers Farmhouse Cheeses Limited,Beacon Blue  View  Stockists,BRONZE,Goats’ milk cheese blue,United Kingdom,Lancashire,5006,GBR,826,Europe,Northern Europe,150,154
Groupe Le Meunier,Rouleau Fumé,SILVER,Goats’ milk cheese smoked,France,,5007,FRA,250,Europe,Western Europe,150,155
Queseria Montesdeoca S.L.,Queso Cabra Semicurado Ahumado,BRONZE,Goats’ milk cheese smoked,Spain,,5007,ESP,724,Europe,Southern Europe,150,39
GRUPO GANADEROS DE FUERTEVENTURA S.L,EL TOFIO TIERNO AHUMADO,SILVER,Goats’ milk cheese smoked,Spain,,5007,ESP,724,Europe,Southern Europe,150,39
Lactomilk Canaria,Queso Tierno Caletón Ahumado Natural  View  Stockists,SILVER,Goats’ milk cheese smoked,Spain,,5007,ESP,724,Europe,Southern Europe,150,39
Il Carro S.R.L. - CheeseItaly,Bianco fiocco,BRONZE,Any other Goats’ milk cheese not in any other class,Italy,,5009,ITA,380,Europe,Southern Europe,150,39
20 WAYS Ltd,TOMA DI CAPRA- SEMI-SOFT GOATMILK CHEESE,BRONZE,Any other Goats’ milk cheese not in any other class,Italy,,5009,ITA,380,Europe,Southern Europe,150,39
Casale Roccolo azienda agricola biologica,Dama CASALE ROCCOLO,BRONZE,Any other Goats’ milk cheese not in any other class,Italy,,5009,ITA,380,Europe,Southern Europe,150,39
Romagna Terr,CAPROZZO AL SAMBUCO,BRONZE,Any other Goats’ milk cheese not in any other class,Italy,,5009,ITA,380,Europe,Southern Europe,150,39
Romagna Terr,CAPROZZO ALL'ARGILLA ROSSA,BRONZE,Any other Goats’ milk cheese not in any other class,Italy,,5009,ITA,380,Europe,Southern Europe,150,39
Romagna Terr,CAPROZZO ALLA CARRUBA,SILVER,Any other Goats’ milk cheese not in any other class,Italy,,5009,ITA,380,Europe,Southern Europe,150,39
Sierra Encantada,KABRY,GOLD,Any other Goats’ milk cheese not in any other class,Mexico,,5009,MEX,484,Americas,Central America,19,13
Amalthea B.V.,Amalthea 30+,BRONZE,Any other Goats’ milk cheese not in any other class,Netherlands,,5009,NLD,528,Europe,Western Europe,150,155
Prestholt Geito,Brun Geitost,BRONZE,Any other Goats’ milk cheese not in any other class,Norway,,5009,NOR,578,Europe,Northern Europe,150,154
TINE SA,Gudbrandsdalsost,BRONZE,Any other Goats’ milk cheese not in any other class,Norway,,5009,NOR,578,Europe,Northern Europe,150,154
"Touza Vella Queixería, S.L.",Touza Vella - Cremoso,BRONZE,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
QUESERÍA DEVAS GOURMET,COCORON,BRONZE,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Lacteos Romero Pelaez SI (Quesos Y Besos),MINERO TIERNO,BRONZE,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
SPANISH CHEESE S.L.,GOAT CHEESE WITH ROSEMARY,BRONZE,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Quesos Elvira García (Aligarma S.L.),LUNA ROJA,BRONZE,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Aubagueta Agropecuaria SL,Coster,BRONZE,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Quesos Elvira García (Aligarma S.L.),Fortín De Capra,BRONZE,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Quesería La Zarcillera,El Hechizo,BRONZE,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Hermanos Peña Párraga C.B,"Queso Curado leche cruda ecológico ,marca Gastromonte",SILVER,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Francisco Morán e Hijos S.L.,Francisco Sudao,SILVER,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Quesos Elvira García (Aligarma S.L.),BARRAQUEÑO,SILVER,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Lacteos Lanjaron S.L.,"""TORTA DE LA ALPUJARRA""",SILVER,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
S.A.T. Queso Flor Valsequillo,Queso de cabra Artesano Añejo Quesos Flor Valsequillo,SILVER,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Queseria El Roano,Queso curado de Leche Cruda El Roano  View  Stockists,SILVER,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Lacteos Romero Pelaez SI (Quesos Y Besos),MUZQUIA,GOLD,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
QUESERIA ALEJANDRO CASIELLES 1913,Queso Cabra Añejo 1913 Edición limita,GOLD,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Queserias del Tietar S.L,MONTE ENEBRO,GOLD,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Esperanza del Castillo S.L.,QUESO DE CABRA CURADO,GOLD,Any other Goats’ milk cheese not in any other class,Spain,,5009,ESP,724,Europe,Southern Europe,150,39
Firefly Farm,Mountain Top,SILVER,Any other Goats’ milk cheese not in any other class,USA,,5009,USA,840,Americas,Northern America,19,21
Savencia Fromage & Dairy,Margalet,SILVER,Soft ewes’ milk cheese plain,France,,5101,FRA,250,Europe,Western Europe,150,155
Savencia Fromage & Dairy,Pérail Papillon 150g,SILVER,Soft ewes’ milk cheese plain,France,,5101,FRA,250,Europe,Western Europe,150,155
Hanoked Dairy,CORAL,GOLD,Soft ewes’ milk cheese plain,Israel,,5101,ISR,376,Asia,Western Asia,142,145
Quesos Del Rebaño,Padua,BRONZE,Soft ewes’ milk cheese plain,Mexico,,5101,MEX,484,Americas,Central America,19,13
Quesos Del Rebaño,Marfil Azul,BRONZE,Soft ewes’ milk cheese plain,Mexico,,5101,MEX,484,Americas,Central America,19,13
"Malpiagro, Lda","Queijo Curado de Ovelha ""Amanteigado""",BRONZE,Soft ewes’ milk cheese plain,Portugal,,5101,PRT,620,Europe,Southern Europe,150,39
Pingo Doc,Queijo de Azeitão DOP Pingo Doce  View  Stockists,BRONZE,Soft ewes’ milk cheese plain,Portugal,,5101,PRT,620,Europe,Southern Europe,150,39
"Lacticoa-Lacticínios do Côa,Lda",Queijo De Ovelha Amanteigado,SILVER,Soft ewes’ milk cheese plain,Portugal,,5101,PRT,620,Europe,Southern Europe,150,39
"Nuno L. Duarte Alves ""Queijo da Soalheira Quinta do Pomar Joaquim Duarte Alves""",Queijo de Ovelha,SILVER,Soft ewes’ milk cheese plain,Portugal,,5101,PRT,620,Europe,Southern Europe,150,39
Pingo Doc,Queijo de Ovelha Amanteigado Seia Pingo Doce  View  Stockists,GOLD,Soft ewes’ milk cheese plain,Portugal,,5101,PRT,620,Europe,Southern Europe,150,39
